"country","indicator","year","total_value"
"Chile","CO2 emissions multipliers",1995,29706.21
"Chile","CO2 emissions multipliers",1996,32721.65
"Chile","CO2 emissions multipliers",1997,39017.47
"Chile","CO2 emissions multipliers",1998,41798.83
"Chile","CO2 emissions multipliers",1999,45235.14
"Chile","CO2 emissions multipliers",2000,38220.17
"Chile","CO2 emissions multipliers",2001,41174.0
"Chile","CO2 emissions multipliers",2002,42633.5
"Chile","CO2 emissions multipliers",2003,42278.23
"Chile","CO2 emissions multipliers",2004,34281.29
"Chile","CO2 emissions multipliers",2005,27725.76
"Chile","CO2 emissions multipliers",2006,22431.05
"Chile","CO2 emissions multipliers",2007,21775.7
"Chile","CO2 emissions multipliers",2008,20460.24
"Chile","CO2 emissions multipliers",2009,22144.16
"Chile","CO2 emissions multipliers",2010,17234.11
"Chile","CO2 emissions multipliers",2011,16658.09
"Chile","CO2 emissions multipliers",2012,15806.22
"Chile","CO2 emissions multipliers",2013,17671.05
"Chile","CO2 emissions multipliers",2014,16573.35
"Chile","CO2 emissions multipliers",2015,18706.44
"Chile","CO2 emissions multipliers",2016,19200.28
"Chile","CO2 emissions multipliers",2017,17473.73
"Chile","CO2 emissions multipliers",2018,17000.01
"China( ML)","CO2 emissions",1995,2624.0
"China( ML)","CO2 emissions",1996,2675.84
"China( ML)","CO2 emissions",1997,2689.18
"China( ML)","CO2 emissions",1998,2857.0
"China( ML)","CO2 emissions",1999,2761.47
"China( ML)","CO2 emissions",2000,2918.95
"China( ML)","CO2 emissions",2001,3070.69
"China( ML)","CO2 emissions",2002,3324.68
"China( ML)","CO2 emissions",2003,3869.85
"China( ML)","CO2 emissions",2004,4522.28
"China( ML)","CO2 emissions",2005,5182.25
"China( ML)","CO2 emissions",2006,5708.68
"China( ML)","CO2 emissions",2007,6210.83
"China( ML)","CO2 emissions",2008,6409.72
"China( ML)","CO2 emissions",2009,6873.21
"China( ML)","CO2 emissions",2010,7551.6
"China( ML)","CO2 emissions",2011,8271.68
"China( ML)","CO2 emissions",2012,8508.01
"China( ML)","CO2 emissions",2013,8883.16
"China( ML)","CO2 emissions",2014,8854.44
"China( ML)","CO2 emissions",2015,8747.48
"China( ML)","CO2 emissions",2016,8776.08
"China( ML)","CO2 emissions",2017,9002.54
"China( ML)","CO2 emissions",2018,9424.17
"China( ML)","CO2 emissions intensities",1995,60859.44
"China( ML)","CO2 emissions intensities",1996,57953.16
"China( ML)","CO2 emissions intensities",1997,50414.59
"China( ML)","CO2 emissions intensities",1998,46882.42
"China( ML)","CO2 emissions intensities",1999,43827.1
"China( ML)","CO2 emissions intensities",2000,41204.54
"China( ML)","CO2 emissions intensities",2001,43249.78
"China( ML)","CO2 emissions intensities",2002,44550.86
"China( ML)","CO2 emissions intensities",2003,39390.37
"China( ML)","CO2 emissions intensities",2004,37210.38
"China( ML)","CO2 emissions intensities",2005,35037.05
"China( ML)","CO2 emissions intensities",2006,31193.18
"China( ML)","CO2 emissions intensities",2007,25653.45
"China( ML)","CO2 emissions intensities",2008,20279.7
"China( ML)","CO2 emissions intensities",2009,20452.43
"China( ML)","CO2 emissions intensities",2010,19417.43
"China( ML)","CO2 emissions intensities",2011,16784.85
"China( ML)","CO2 emissions intensities",2012,14981.16
"China( ML)","CO2 emissions intensities",2013,14268.04
"China( ML)","CO2 emissions intensities",2014,12904.33
"China( ML)","CO2 emissions intensities",2015,12275.04
"China( ML)","CO2 emissions intensities",2016,13779.12
"China( ML)","CO2 emissions intensities",2017,13602.59
"China( ML)","CO2 emissions intensities",2018,12182.31
"China( ML)","CO2 emissions multipliers",1995,160656.7
"China( ML)","CO2 emissions multipliers",1996,146188.97
"China( ML)","CO2 emissions multipliers",1997,129518.57
"China( ML)","CO2 emissions multipliers",1998,132066.88
"China( ML)","CO2 emissions multipliers",1999,119515.26
"China( ML)","CO2 emissions multipliers",2000,113649.74
"China( ML)","CO2 emissions multipliers",2001,111433.44
"China( ML)","CO2 emissions multipliers",2002,106985.27
"China( ML)","CO2 emissions multipliers",2003,105406.23
"China( ML)","CO2 emissions multipliers",2004,102455.0
"China( ML)","CO2 emissions multipliers",2005,98678.98
"China( ML)","CO2 emissions multipliers",2006,89721.18
"China( ML)","CO2 emissions multipliers",2007,76132.21
"China( ML)","CO2 emissions multipliers",2008,58984.49
"China( ML)","CO2 emissions multipliers",2009,61773.53
"China( ML)","CO2 emissions multipliers",2010,55330.85
"China( ML)","CO2 emissions multipliers",2011,48534.63
"China( ML)","CO2 emissions multipliers",2012,44932.84
"China( ML)","CO2 emissions multipliers",2013,41841.04
"China( ML)","CO2 emissions multipliers",2014,38410.52
"China( ML)","CO2 emissions multipliers",2015,38104.12
"China( ML)","CO2 emissions multipliers",2016,39530.95
"China( ML)","CO2 emissions multipliers",2017,37822.06
"China( ML)","CO2 emissions multipliers",2018,34225.36
"China(HK)","CO2 emissions",1995,43.64
"China(HK)","CO2 emissions",1996,41.59
"China(HK)","CO2 emissions",1997,40.56
"China(HK)","CO2 emissions",1998,47.85
"China(HK)","CO2 emissions",1999,50.19
"China(HK)","CO2 emissions",2000,48.14
"China(HK)","CO2 emissions",2001,48.48
"China(HK)","CO2 emissions",2002,50.31
"China(HK)","CO2 emissions",2003,53.52
"China(HK)","CO2 emissions",2004,54.59
"China(HK)","CO2 emissions",2005,57.01
"China(HK)","CO2 emissions",2006,58.13
"China(HK)","CO2 emissions",2007,61.26
"China(HK)","CO2 emissions",2008,59.21
"China(HK)","CO2 emissions",2009,63.06
"China(HK)","CO2 emissions",2010,62.5
"China(HK)","CO2 emissions",2011,65.52
"China(HK)","CO2 emissions",2012,62.84
"China(HK)","CO2 emissions",2013,64.84
"China(HK)","CO2 emissions",2014,64.81
"China(HK)","CO2 emissions",2015,62.96
"China(HK)","CO2 emissions",2016,63.53
"China(HK)","CO2 emissions",2017,66.49
"China(HK)","CO2 emissions",2018,69.31
"China(HK)","CO2 emissions intensities",1995,12500.72
"China(HK)","CO2 emissions intensities",1996,10532.0
"China(HK)","CO2 emissions intensities",1997,9497.55
"China(HK)","CO2 emissions intensities",1998,10823.93
"China(HK)","CO2 emissions intensities",1999,11280.81
"China(HK)","CO2 emissions intensities",2000,10670.96
"China(HK)","CO2 emissions intensities",2001,11529.52
"China(HK)","CO2 emissions intensities",2002,11248.41
"China(HK)","CO2 emissions intensities",2003,12762.91
"China(HK)","CO2 emissions intensities",2004,11432.13
"China(HK)","CO2 emissions intensities",2005,12140.43
"China(HK)","CO2 emissions intensities",2006,12006.23
"China(HK)","CO2 emissions intensities",2007,12944.04
"China(HK)","CO2 emissions intensities",2008,12162.73
"China(HK)","CO2 emissions intensities",2009,13251.03
"China(HK)","CO2 emissions intensities",2010,11569.05
"China(HK)","CO2 emissions intensities",2011,12533.74
"China(HK)","CO2 emissions intensities",2012,11678.63
"China(HK)","CO2 emissions intensities",2013,12542.41
"China(HK)","CO2 emissions intensities",2014,12113.52
"China(HK)","CO2 emissions intensities",2015,11392.91
"China(HK)","CO2 emissions intensities",2016,11123.93
"China(HK)","CO2 emissions intensities",2017,11058.46
"China(HK)","CO2 emissions intensities",2018,10626.73
"China(HK)","CO2 emissions multipliers",1995,18936.16
"China(HK)","CO2 emissions multipliers",1996,16205.97
"China(HK)","CO2 emissions multipliers",1997,14478.83
"China(HK)","CO2 emissions multipliers",1998,17318.14
"China(HK)","CO2 emissions multipliers",1999,18340.42
"China(HK)","CO2 emissions multipliers",2000,17113.87
"China(HK)","CO2 emissions multipliers",2001,17706.38
"China(HK)","CO2 emissions multipliers",2002,17770.86
"China(HK)","CO2 emissions multipliers",2003,20188.29
"China(HK)","CO2 emissions multipliers",2004,18279.49
"China(HK)","CO2 emissions multipliers",2005,18570.34
"China(HK)","CO2 emissions multipliers",2006,18043.35
"China(HK)","CO2 emissions multipliers",2007,18861.98
"China(HK)","CO2 emissions multipliers",2008,17409.31
"China(HK)","CO2 emissions multipliers",2009,18938.05
"China(HK)","CO2 emissions multipliers",2010,16049.13
"China(HK)","CO2 emissions multipliers",2011,16566.39
"China(HK)","CO2 emissions multipliers",2012,15377.02
"China(HK)","CO2 emissions multipliers",2013,16070.71
"China(HK)","CO2 emissions multipliers",2014,15721.67
"China(HK)","CO2 emissions multipliers",2015,14958.3
"China(HK)","CO2 emissions multipliers",2016,14907.39
"China(HK)","CO2 emissions multipliers",2017,15335.68
"China(HK)","CO2 emissions multipliers",2018,14806.69
"Colombia","CO2 emissions",1995,41.69
"Colombia","CO2 emissions",1996,40.12
"Colombia","CO2 emissions",1997,43.54
"Colombia","CO2 emissions",1998,42.73
"Colombia","CO2 emissions",1999,36.02
"Colombia","CO2 emissions",2000,42.0
"Colombia","CO2 emissions",2001,41.79
"Colombia","CO2 emissions",2002,40.47
"Colombia","CO2 emissions",2003,40.01
"Colombia","CO2 emissions",2004,39.3
"Colombia","CO2 emissions",2005,40.95
"Colombia","CO2 emissions",2006,40.67
"Colombia","CO2 emissions",2007,41.54
"Colombia","CO2 emissions",2008,43.64
"Colombia","CO2 emissions",2009,46.23
"Colombia","CO2 emissions",2010,48.49
"Colombia","CO2 emissions",2011,51.98
"Colombia","CO2 emissions",2012,52.12
"Colombia","CO2 emissions",2013,59.36
"Colombia","CO2 emissions",2014,62.9
"Colombia","CO2 emissions",2015,63.49
"Colombia","CO2 emissions",2016,66.39
"Colombia","CO2 emissions",2017,59.49
"Colombia","CO2 emissions",2018,63.23
"Colombia","CO2 emissions intensities",1995,24746.4
"Colombia","CO2 emissions intensities",1996,22778.6
"Colombia","CO2 emissions intensities",1997,22716.08
"Colombia","CO2 emissions intensities",1998,23632.38
"Colombia","CO2 emissions intensities",1999,23683.52
"Colombia","CO2 emissions intensities",2000,21817.12
"Colombia","CO2 emissions intensities",2001,23476.14
"Colombia","CO2 emissions intensities",2002,21354.98
"Colombia","CO2 emissions intensities",2003,20766.91
"Colombia","CO2 emissions intensities",2004,17538.18
"Colombia","CO2 emissions intensities",2005,14881.52
"Colombia","CO2 emissions intensities",2006,14315.45
"Colombia","CO2 emissions intensities",2007,11550.06
"Colombia","CO2 emissions intensities",2008,9847.26
"Colombia","CO2 emissions intensities",2009,11024.55
"Colombia","CO2 emissions intensities",2010,10188.73
"Colombia","CO2 emissions intensities",2011,10751.07
"Colombia","CO2 emissions intensities",2012,11710.62
"Colombia","CO2 emissions intensities",2013,6987.13
"Colombia","CO2 emissions intensities",2014,5797.45
"Colombia","CO2 emissions intensities",2015,7263.6
"Colombia","CO2 emissions intensities",2016,8253.9
"Colombia","CO2 emissions intensities",2017,7851.83
"Colombia","CO2 emissions intensities",2018,7646.54
"Colombia","CO2 emissions multipliers",1995,37261.39
"Colombia","CO2 emissions multipliers",1996,33692.38
"Colombia","CO2 emissions multipliers",1997,33834.03
"Colombia","CO2 emissions multipliers",1998,34874.14
"Colombia","CO2 emissions multipliers",1999,33122.17
"Colombia","CO2 emissions multipliers",2000,33927.76
"Colombia","CO2 emissions multipliers",2001,35530.05
"Colombia","CO2 emissions multipliers",2002,33194.67
"Colombia","CO2 emissions multipliers",2003,32146.29
"Colombia","CO2 emissions multipliers",2004,26179.94
"Colombia","CO2 emissions multipliers",2005,21881.74
"Colombia","CO2 emissions multipliers",2006,20462.66
"Colombia","CO2 emissions multipliers",2007,16574.49
"Colombia","CO2 emissions multipliers",2008,14088.13
"Colombia","CO2 emissions multipliers",2009,16418.44
"Colombia","CO2 emissions multipliers",2010,14890.71
"Colombia","CO2 emissions multipliers",2011,14448.36
"Colombia","CO2 emissions multipliers",2012,15233.88
"Colombia","CO2 emissions multipliers",2013,11340.13
"Colombia","CO2 emissions multipliers",2014,10448.49
"Colombia","CO2 emissions multipliers",2015,13291.84
"Colombia","CO2 emissions multipliers",2016,14854.32
"Colombia","CO2 emissions multipliers",2017,13049.61
"Colombia","CO2 emissions multipliers",2018,12829.1
"Costa Rica","CO2 emissions",1995,3.63
"Costa Rica","CO2 emissions",1996,3.26
"Costa Rica","CO2 emissions",1997,3.2
"Costa Rica","CO2 emissions",1998,3.66
"Costa Rica","CO2 emissions",1999,3.61
"Costa Rica","CO2 emissions",2000,3.48
"Costa Rica","CO2 emissions",2001,3.81
"Costa Rica","CO2 emissions",2002,3.71
"Costa Rica","CO2 emissions",2003,3.82
"Costa Rica","CO2 emissions",2004,3.9
"Costa Rica","CO2 emissions",2005,3.95
"Costa Rica","CO2 emissions",2006,4.3
"Costa Rica","CO2 emissions",2007,4.89
"Costa Rica","CO2 emissions",2008,4.8
"Costa Rica","CO2 emissions",2009,4.49
